time;cell.id;size;surface;cell.x;cell.y;neighbors;center.x;center.y;
0;5;100.84;100;241.53916655949558;338.1821350394366;6;249.84315380473666;250.2742939323037;
0;23;109.88;100;228.56042859475068;207.41596567287758;5;249.84315380473666;250.2742939323037;
0;32;173.53;100;277.64701496695;342.59037373583124;8;249.84315380473666;250.2742939323037;
0;41;104.97;100;305.35273391637884;211.1659186124183;4;249.84315380473666;250.2742939323037;
0;43;146.23;100;345.0255892225258;260.4225823727404;7;249.84315380473666;250.2742939323037;
0;68;78.92;100;218.7863349438749;294.7661292931868;5;249.84315380473666;250.2742939323037;
0;90;90.12;100;259.1852779242138;290.69345040021676;5;249.84315380473666;250.2742939323037;
0;92;141.08;100;226.31848909007658;302.8982028255155;6;249.84315380473666;250.2742939323037;
0;98;20.82;100;265.4886248933316;253.48125630957486;4;249.84315380473666;250.2742939323037;
0;108;55.68;100;156.80408381642542;272.09219249725334;6;249.84315380473666;250.2742939323037;
0;128;53.62;100;324.16148211023585;274.7632866305503;5;249.84315380473666;250.2742939323037;
0;129;113.06;100;207.09195798542035;299.50015167103703;5;249.84315380473666;250.2742939323037;
0;153;133.85;100;231.0652555673247;333.314689631955;7;249.84315380473666;250.2742939323037;
0;162;38.85;100;175.5659328627528;191.78156906933174;5;249.84315380473666;250.2742939323037;
0;174;122.79;100;298.6433043587243;196.39154635856738;7;249.84315380473666;250.2742939323037;
0;183;134.1;100;328.27539711205566;199.07226353706653;6;249.84315380473666;250.2742939323037;
0;200;125.37;100;216.0521292484926;226.57632035575548;7;249.84315380473666;250.2742939323037;
0;204;109.23;100;324.04148840439797;315.8586163004299;5;249.84315380473666;250.2742939323037;
0;210;40.28;100;244.10483254374827;250.14835474512677;4;249.84315380473666;250.2742939323037;
0;228;33.45;100;335.92199085171916;269.54147093536574;5;249.84315380473666;250.2742939323037;
0;230;76.02;100;167.21374455425862;271.0998808577679;5;249.84315380473666;250.2742939323037;
0;234;139.08;100;192.48187738595624;272.9965780473651;5;249.84315380473666;250.2742939323037;
0;237;128.78;100;318.94736710913475;219.62665037788597;4;249.84315380473666;250.2742939323037;
0;257;112.58;100;222.42887333499272;207.89557507315413;5;249.84315380473666;250.2742939323037;
0;258;138.66;100;211.53035391146148;293.27346708202083;7;249.84315380473666;250.2742939323037;
0;262;30.6;100;248.71470874191382;222.98036877307993;5;249.84315380473666;250.2742939323037;
0;274;92.14;100;232.3956176389602;188.4821377567436;5;249.84315380473666;250.2742939323037;
0;279;48.73;100;256.89535689157316;307.05537202972954;4;249.84315380473666;250.2742939323037;
0;281;116.59;100;172.50326696138706;203.5944415273474;6;249.84315380473666;250.2742939323037;
0;320;107.26;100;321.09093998052253;188.6452190005483;8;249.84315380473666;250.2742939323037;
0;324;69.86;100;250.35361209782536;349.73398748440997;4;249.84315380473666;250.2742939323037;
0;329;44.64;100;332.0588398471307;283.7937808250961;4;249.84315380473666;250.2742939323037;
0;330;76.68;100;294.3671464856973;168.1603080793206;5;249.84315380473666;250.2742939323037;
0;344;165.44;100;176.26340194047052;224.93248003204093;5;249.84315380473666;250.2742939323037;
0;358;69.71;100;175.29297286407242;267.00463812494655;4;249.84315380473666;250.2742939323037;
0;362;89.33;100;246.7836488917059;321.25697027306563;6;249.84315380473666;250.2742939323037;
0;363;138.99;100;157.3065183005352;213.04197625749998;5;249.84315380473666;250.2742939323037;
0;371;81.35;100;237.81887148108282;188.361318270309;6;249.84315380473666;250.2742939323037;
0;375;123.32;100;268.65448764420654;314.19634057427925;6;249.84315380473666;250.2742939323037;
0;378;45.5;100;246.3603478522649;281.5531040594633;5;249.84315380473666;250.2742939323037;
0;386;147.04;100;166.50799795332526;252.59227749526713;9;249.84315380473666;250.2742939323037;
0;392;204.44;100;297.37257911209326;317.764304885486;6;249.84315380473666;250.2742939323037;
0;405;57.74;100;274.6137710848233;248.28397697215755;5;249.84315380473666;250.2742939323037;
0;409;125.5;100;207.3519588323418;273.46343089344714;7;249.84315380473666;250.2742939323037;
0;419;188.6;100;342.8063069949291;241.50012938977662;6;249.84315380473666;250.2742939323037;
0;422;158.14;100;250.61816732588116;295.0211410991769;6;249.84315380473666;250.2742939323037;
0;428;78.72;100;236.7179683772349;325.69695784168863;6;249.84315380473666;250.2742939323037;
0;431;127.07;100;156.65153492189654;228.58960442404575;6;249.84315380473666;250.2742939323037;
0;439;40.5;100;201.38553879142796;171.888830099843;4;249.84315380473666;250.2742939323037;
0;448;96.58;100;172.0219355276734;199.21121136226938;6;249.84315380473666;250.2742939323037;
0;466;130.16;100;276.09617275695774;302.5828754365747;4;249.84315380473666;250.2742939323037;
0;467;116.68;100;315.7685003521674;224.90723819150648;7;249.84315380473666;250.2742939323037;
0;472;86.14;100;295.7312005677999;169.48054269263136;5;249.84315380473666;250.2742939323037;
0;497;122.98;100;204.91459988974347;253.48307309776752;5;249.84315380473666;250.2742939323037;
0;498;106.18;100;236.1253873730176;221.19399722751797;5;249.84315380473666;250.2742939323037;
0;522;147.36;100;161.69618592719104;283.9139807928509;6;249.84315380473666;250.2742939323037;
0;526;215.5;100;214.72423453372735;311.3026796849523;8;249.84315380473666;250.2742939323037;
0;529;101.73;100;255.71827844835292;219.0314938965574;8;249.84315380473666;250.2742939323037;
0;535;118.27;100;263.56168211830766;289.69685987667714;6;249.84315380473666;250.2742939323037;
0;546;75.94;100;188.61281371420014;198.32112882067975;5;249.84315380473666;250.2742939323037;
0;547;40.93;100;258.7366415791303;256.59725956997926;5;249.84315380473666;250.2742939323037;
0;548;58.74;100;250.20489009365633;193.9444889509474;4;249.84315380473666;250.2742939323037;
0;551;76.77;100;245.96300000981853;349.21840312571726;7;249.84315380473666;250.2742939323037;
0;556;116.4;100;164.68662705411506;276.36005060301494;6;249.84315380473666;250.2742939323037;
0;565;11.48;100;172.30456259128968;304.98234000635773;4;249.84315380473666;250.2742939323037;
0;572;50.69;100;240.5221419021779;311.34008025474424;4;249.84315380473666;250.2742939323037;
0;585;38.98;100;237.38363844984266;307.43674300548116;5;249.84315380473666;250.2742939323037;
0;614;67.26;100;256.8807073825742;211.25442933391824;7;249.84315380473666;250.2742939323037;
0;628;86.04;100;304.9370781704268;248.59314197324667;7;249.84315380473666;250.2742939323037;
0;645;195.91;100;254.0600477620516;339.91396702535;8;249.84315380473666;250.2742939323037;
0;657;85.97;100;312.284685422493;202.98448949014502;8;249.84315380473666;250.2742939323037;
0;664;130.44;100;196.05229792257217;323.867328734733;7;249.84315380473666;250.2742939323037;
0;669;129.78;100;235.42664232554566;304.4602464049051;7;249.84315380473666;250.2742939323037;
0;674;172.93;100;265.99037229398505;195.39837362350022;6;249.84315380473666;250.2742939323037;
0;681;173.46;100;295.64631619088124;263.73978850030034;8;249.84315380473666;250.2742939323037;
0;688;106.24;100;313.1818694697548;289.31252847831837;5;249.84315380473666;250.2742939323037;
0;697;58.1;100;240.80886229705578;178.1804058537848;6;249.84315380473666;250.2742939323037;
0;704;73.37;100;273.74378691943804;323.0529750140639;5;249.84315380473666;250.2742939323037;
0;714;58.72;100;313.18534681626676;327.32649036021246;4;249.84315380473666;250.2742939323037;
0;718;144.94;100;151.13456803123282;259.668865900357;6;249.84315380473666;250.2742939323037;
0;719;176.35;100;195.3551125323435;167.23928124550812;10;249.84315380473666;250.2742939323037;
0;720;82.23;100;258.2174877230173;186.44415080251375;6;249.84315380473666;250.2742939323037;
0;735;42.32;100;176.75299952609225;188.81374879424484;4;249.84315380473666;250.2742939323037;
0;736;20.07;100;332.1593759011088;275.6854831073955;5;249.84315380473666;250.2742939323037;
0;741;108.87;100;216.05652428696231;173.66366952528378;7;249.84315380473666;250.2742939323037;
0;742;134.36;100;198.41774335252828;276.66565658478237;5;249.84315380473666;250.2742939323037;
0;746;137.33;100;154.70057016888694;221.41931362554578;6;249.84315380473666;250.2742939323037;
0;749;154.05;100;209.03737924558362;185.70804641111616;8;249.84315380473666;250.2742939323037;
0;752;66.37;100;307.5509017058162;295.2038252684317;5;249.84315380473666;250.2742939323037;
0;762;72.48;100;285.25428127909913;232.65795739082628;6;249.84315380473666;250.2742939323037;
0;770;30.9;100;286.7965792757472;233.90801993553967;4;249.84315380473666;250.2742939323037;
0;771;49.07;100;328.3915372633822;280.31229094260135;6;249.84315380473666;250.2742939323037;
0;779;136.12;100;213.40114042673596;327.807463165272;6;249.84315380473666;250.2742939323037;
0;784;53.75;100;176.9508711754312;196.3310494385042;6;249.84315380473666;250.2742939323037;
0;790;32.83;100;219.18685238310886;267.4025061479449;4;249.84315380473666;250.2742939323037;
0;805;79.06;100;315.90392306671424;240.62239728508328;7;249.84315380473666;250.2742939323037;
0;806;88.63;100;235.3545071044676;316.3901212651683;6;249.84315380473666;250.2742939323037;
0;811;199.98;100;182.71388701300484;270.5219299540247;9;249.84315380473666;250.2742939323037;
0;813;157.3;100;276.24812902664576;263.1653555525387;6;249.84315380473666;250.2742939323037;
0;814;192.89;100;183.40764079201543;237.3261224562524;8;249.84315380473666;250.2742939323037;
0;815;147.55;100;246.6493041874457;275.19717490908835;7;249.84315380473666;250.2742939323037;
0;824;178.75;100;219.3093766762687;197.4292436173668;6;249.84315380473666;250.2742939323037;
0;826;139.97;100;245.90731057220617;283.80815449640704;6;249.84315380473666;250.2742939323037;
0;827;49.06;100;334.9520802098759;263.31290178888946;6;249.84315380473666;250.2742939323037;
0;836;58.71;100;216.15722314563078;156.38855238703576;5;249.84315380473666;250.2742939323037;
0;845;228.78;100;314.8512380986429;262.84288362782314;8;249.84315380473666;250.2742939323037;
0;848;49.41;100;266.6373916161141;254.96014316012295;6;249.84315380473666;250.2742939323037;
0;856;103.63;100;230.43467318569444;309.9336224164555;6;249.84315380473666;250.2742939323037;
0;861;120.12;100;336.2697815957465;285.99160945336234;8;249.84315380473666;250.2742939323037;
0;872;57.72;100;216.93529199985818;228.21717585626655;4;249.84315380473666;250.2742939323037;
0;880;59.03;100;288.6242194319947;191.58002887006054;5;249.84315380473666;250.2742939323037;
0;881;95.73;100;200.08601892305666;304.1067337587278;6;249.84315380473666;250.2742939323037;
0;886;187.24;100;228.72887920728246;226.47193434002523;9;249.84315380473666;250.2742939323037;
0;906;111.96;100;333.6660524114091;257.6901127617912;6;249.84315380473666;250.2742939323037;
0;907;115.3;100;217.96491308374178;253.97143298852964;7;249.84315380473666;250.2742939323037;
0;911;105.04;100;168.1099168154001;298.2666146198612;9;249.84315380473666;250.2742939323037;
0;913;62.48;100;198.01499253371156;328.360765277821;5;249.84315380473666;250.2742939323037;
0;921;101.13;100;310.4303159683942;194.17872753518617;7;249.84315380473666;250.2742939323037;
